edge_id,source_id,relation,target_id,properties_json
e:obs:gdp_tertiary:2002Q4:metric,obs:gdp_tertiary:2002Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2002Q4:time,obs:gdp_tertiary:2002Q4,AT_TIME,period:Q:2002Q4,{}
e:obs:gdp_secondary:2002Q4:region,obs:gdp_secondary:2002Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2002Q4:metric,obs:gdp_secondary:2002Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2002Q4:time,obs:gdp_secondary:2002Q4,AT_TIME,period:Q:2002Q4,{}
e:obs:gdp_primary:2003Q1:region,obs:gdp_primary:2003Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2003Q1:metric,obs:gdp_primary:2003Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2003Q1:time,obs:gdp_primary:2003Q1,AT_TIME,period:Q:2003Q1,{}
e:obs:gdp_tertiary:2003Q1:region,obs:gdp_tertiary:2003Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2003Q1:metric,obs:gdp_tertiary:2003Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2003Q1:time,obs:gdp_tertiary:2003Q1,AT_TIME,period:Q:2003Q1,{}
e:obs:gdp_secondary:2003Q1:region,obs:gdp_secondary:2003Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2003Q1:metric,obs:gdp_secondary:2003Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2003Q1:time,obs:gdp_secondary:2003Q1,AT_TIME,period:Q:2003Q1,{}
e:obs:gdp_primary:2003Q2:region,obs:gdp_primary:2003Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2003Q2:metric,obs:gdp_primary:2003Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2003Q2:time,obs:gdp_primary:2003Q2,AT_TIME,period:Q:2003Q2,{}
e:obs:gdp_tertiary:2003Q2:region,obs:gdp_tertiary:2003Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2003Q2:metric,obs:gdp_tertiary:2003Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2003Q2:time,obs:gdp_tertiary:2003Q2,AT_TIME,period:Q:2003Q2,{}
e:obs:gdp_secondary:2003Q2:region,obs:gdp_secondary:2003Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2003Q2:metric,obs:gdp_secondary:2003Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2003Q2:time,obs:gdp_secondary:2003Q2,AT_TIME,period:Q:2003Q2,{}
e:obs:gdp_primary:2003Q3:region,obs:gdp_primary:2003Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2003Q3:metric,obs:gdp_primary:2003Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2003Q3:time,obs:gdp_primary:2003Q3,AT_TIME,period:Q:2003Q3,{}
e:obs:gdp_tertiary:2003Q3:region,obs:gdp_tertiary:2003Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2003Q3:metric,obs:gdp_tertiary:2003Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2003Q3:time,obs:gdp_tertiary:2003Q3,AT_TIME,period:Q:2003Q3,{}
e:obs:gdp_secondary:2003Q3:region,obs:gdp_secondary:2003Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2003Q3:metric,obs:gdp_secondary:2003Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2003Q3:time,obs:gdp_secondary:2003Q3,AT_TIME,period:Q:2003Q3,{}
e:obs:gdp_primary:2003Q4:region,obs:gdp_primary:2003Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2003Q4:metric,obs:gdp_primary:2003Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2003Q4:time,obs:gdp_primary:2003Q4,AT_TIME,period:Q:2003Q4,{}
e:obs:gdp_tertiary:2003Q4:region,obs:gdp_tertiary:2003Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2003Q4:metric,obs:gdp_tertiary:2003Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2003Q4:time,obs:gdp_tertiary:2003Q4,AT_TIME,period:Q:2003Q4,{}
e:obs:gdp_secondary:2003Q4:region,obs:gdp_secondary:2003Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2003Q4:metric,obs:gdp_secondary:2003Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2003Q4:time,obs:gdp_secondary:2003Q4,AT_TIME,period:Q:2003Q4,{}
e:obs:gdp_primary:2004Q1:region,obs:gdp_primary:2004Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2004Q1:metric,obs:gdp_primary:2004Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2004Q1:time,obs:gdp_primary:2004Q1,AT_TIME,period:Q:2004Q1,{}
e:obs:gdp_tertiary:2004Q1:region,obs:gdp_tertiary:2004Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2004Q1:metric,obs:gdp_tertiary:2004Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2004Q1:time,obs:gdp_tertiary:2004Q1,AT_TIME,period:Q:2004Q1,{}
e:obs:gdp_secondary:2004Q1:region,obs:gdp_secondary:2004Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2004Q1:metric,obs:gdp_secondary:2004Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2004Q1:time,obs:gdp_secondary:2004Q1,AT_TIME,period:Q:2004Q1,{}
e:obs:gdp_primary:2004Q2:region,obs:gdp_primary:2004Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2004Q2:metric,obs:gdp_primary:2004Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2004Q2:time,obs:gdp_primary:2004Q2,AT_TIME,period:Q:2004Q2,{}
e:obs:gdp_tertiary:2004Q2:region,obs:gdp_tertiary:2004Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2004Q2:metric,obs:gdp_tertiary:2004Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2004Q2:time,obs:gdp_tertiary:2004Q2,AT_TIME,period:Q:2004Q2,{}
e:obs:gdp_secondary:2004Q2:region,obs:gdp_secondary:2004Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2004Q2:metric,obs:gdp_secondary:2004Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2004Q2:time,obs:gdp_secondary:2004Q2,AT_TIME,period:Q:2004Q2,{}
e:obs:gdp_primary:2004Q3:region,obs:gdp_primary:2004Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2004Q3:metric,obs:gdp_primary:2004Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2004Q3:time,obs:gdp_primary:2004Q3,AT_TIME,period:Q:2004Q3,{}
e:obs:gdp_tertiary:2004Q3:region,obs:gdp_tertiary:2004Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2004Q3:metric,obs:gdp_tertiary:2004Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2004Q3:time,obs:gdp_tertiary:2004Q3,AT_TIME,period:Q:2004Q3,{}
e:obs:gdp_secondary:2004Q3:region,obs:gdp_secondary:2004Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2004Q3:metric,obs:gdp_secondary:2004Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2004Q3:time,obs:gdp_secondary:2004Q3,AT_TIME,period:Q:2004Q3,{}
e:obs:gdp_primary:2004Q4:region,obs:gdp_primary:2004Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2004Q4:metric,obs:gdp_primary:2004Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2004Q4:time,obs:gdp_primary:2004Q4,AT_TIME,period:Q:2004Q4,{}
e:obs:gdp_tertiary:2004Q4:region,obs:gdp_tertiary:2004Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2004Q4:metric,obs:gdp_tertiary:2004Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2004Q4:time,obs:gdp_tertiary:2004Q4,AT_TIME,period:Q:2004Q4,{}
e:obs:gdp_secondary:2004Q4:region,obs:gdp_secondary:2004Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2004Q4:metric,obs:gdp_secondary:2004Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2004Q4:time,obs:gdp_secondary:2004Q4,AT_TIME,period:Q:2004Q4,{}
e:obs:gdp_primary:2005Q1:region,obs:gdp_primary:2005Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2005Q1:metric,obs:gdp_primary:2005Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2005Q1:time,obs:gdp_primary:2005Q1,AT_TIME,period:Q:2005Q1,{}
e:obs:gdp_tertiary:2005Q1:region,obs:gdp_tertiary:2005Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2005Q1:metric,obs:gdp_tertiary:2005Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2005Q1:time,obs:gdp_tertiary:2005Q1,AT_TIME,period:Q:2005Q1,{}
e:obs:gdp_secondary:2005Q1:region,obs:gdp_secondary:2005Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2005Q1:metric,obs:gdp_secondary:2005Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2005Q1:time,obs:gdp_secondary:2005Q1,AT_TIME,period:Q:2005Q1,{}
e:obs:gdp_primary:2005Q2:region,obs:gdp_primary:2005Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2005Q2:metric,obs:gdp_primary:2005Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2005Q2:time,obs:gdp_primary:2005Q2,AT_TIME,period:Q:2005Q2,{}
e:obs:gdp_tertiary:2005Q2:region,obs:gdp_tertiary:2005Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2005Q2:metric,obs:gdp_tertiary:2005Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2005Q2:time,obs:gdp_tertiary:2005Q2,AT_TIME,period:Q:2005Q2,{}
e:obs:gdp_secondary:2005Q2:region,obs:gdp_secondary:2005Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2005Q2:metric,obs:gdp_secondary:2005Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2005Q2:time,obs:gdp_secondary:2005Q2,AT_TIME,period:Q:2005Q2,{}
e:obs:gdp_primary:2005Q3:region,obs:gdp_primary:2005Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2005Q3:metric,obs:gdp_primary:2005Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2005Q3:time,obs:gdp_primary:2005Q3,AT_TIME,period:Q:2005Q3,{}
e:obs:gdp_tertiary:2005Q3:region,obs:gdp_tertiary:2005Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2005Q3:metric,obs:gdp_tertiary:2005Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2005Q3:time,obs:gdp_tertiary:2005Q3,AT_TIME,period:Q:2005Q3,{}
e:obs:gdp_secondary:2005Q3:region,obs:gdp_secondary:2005Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2005Q3:metric,obs:gdp_secondary:2005Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2005Q3:time,obs:gdp_secondary:2005Q3,AT_TIME,period:Q:2005Q3,{}
e:obs:gdp_primary:2005Q4:region,obs:gdp_primary:2005Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2005Q4:metric,obs:gdp_primary:2005Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2005Q4:time,obs:gdp_primary:2005Q4,AT_TIME,period:Q:2005Q4,{}
e:obs:gdp_tertiary:2005Q4:region,obs:gdp_tertiary:2005Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2005Q4:metric,obs:gdp_tertiary:2005Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2005Q4:time,obs:gdp_tertiary:2005Q4,AT_TIME,period:Q:2005Q4,{}
e:obs:gdp_secondary:2005Q4:region,obs:gdp_secondary:2005Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2005Q4:metric,obs:gdp_secondary:2005Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2005Q4:time,obs:gdp_secondary:2005Q4,AT_TIME,period:Q:2005Q4,{}
e:obs:gdp_primary:2006Q1:region,obs:gdp_primary:2006Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2006Q1:metric,obs:gdp_primary:2006Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2006Q1:time,obs:gdp_primary:2006Q1,AT_TIME,period:Q:2006Q1,{}
e:obs:gdp_tertiary:2006Q1:region,obs:gdp_tertiary:2006Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2006Q1:metric,obs:gdp_tertiary:2006Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2006Q1:time,obs:gdp_tertiary:2006Q1,AT_TIME,period:Q:2006Q1,{}
e:obs:gdp_secondary:2006Q1:region,obs:gdp_secondary:2006Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2006Q1:metric,obs:gdp_secondary:2006Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2006Q1:time,obs:gdp_secondary:2006Q1,AT_TIME,period:Q:2006Q1,{}
e:obs:gdp_primary:2006Q2:region,obs:gdp_primary:2006Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2006Q2:metric,obs:gdp_primary:2006Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2006Q2:time,obs:gdp_primary:2006Q2,AT_TIME,period:Q:2006Q2,{}
e:obs:gdp_tertiary:2006Q2:region,obs:gdp_tertiary:2006Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2006Q2:metric,obs:gdp_tertiary:2006Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2006Q2:time,obs:gdp_tertiary:2006Q2,AT_TIME,period:Q:2006Q2,{}
e:obs:gdp_secondary:2006Q2:region,obs:gdp_secondary:2006Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2006Q2:metric,obs:gdp_secondary:2006Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2006Q2:time,obs:gdp_secondary:2006Q2,AT_TIME,period:Q:2006Q2,{}
e:obs:gdp_primary:2006Q3:region,obs:gdp_primary:2006Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2006Q3:metric,obs:gdp_primary:2006Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2006Q3:time,obs:gdp_primary:2006Q3,AT_TIME,period:Q:2006Q3,{}
e:obs:gdp_tertiary:2006Q3:region,obs:gdp_tertiary:2006Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2006Q3:metric,obs:gdp_tertiary:2006Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2006Q3:time,obs:gdp_tertiary:2006Q3,AT_TIME,period:Q:2006Q3,{}
e:obs:gdp_secondary:2006Q3:region,obs:gdp_secondary:2006Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2006Q3:metric,obs:gdp_secondary:2006Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2006Q3:time,obs:gdp_secondary:2006Q3,AT_TIME,period:Q:2006Q3,{}
e:obs:gdp_primary:2006Q4:region,obs:gdp_primary:2006Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2006Q4:metric,obs:gdp_primary:2006Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2006Q4:time,obs:gdp_primary:2006Q4,AT_TIME,period:Q:2006Q4,{}
e:obs:gdp_tertiary:2006Q4:region,obs:gdp_tertiary:2006Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2006Q4:metric,obs:gdp_tertiary:2006Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2006Q4:time,obs:gdp_tertiary:2006Q4,AT_TIME,period:Q:2006Q4,{}
e:obs:gdp_secondary:2006Q4:region,obs:gdp_secondary:2006Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2006Q4:metric,obs:gdp_secondary:2006Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2006Q4:time,obs:gdp_secondary:2006Q4,AT_TIME,period:Q:2006Q4,{}
e:obs:gdp_primary:2007Q1:region,obs:gdp_primary:2007Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2007Q1:metric,obs:gdp_primary:2007Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2007Q1:time,obs:gdp_primary:2007Q1,AT_TIME,period:Q:2007Q1,{}
e:obs:gdp_tertiary:2007Q1:region,obs:gdp_tertiary:2007Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2007Q1:metric,obs:gdp_tertiary:2007Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2007Q1:time,obs:gdp_tertiary:2007Q1,AT_TIME,period:Q:2007Q1,{}
e:obs:gdp_secondary:2007Q1:region,obs:gdp_secondary:2007Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2007Q1:metric,obs:gdp_secondary:2007Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2007Q1:time,obs:gdp_secondary:2007Q1,AT_TIME,period:Q:2007Q1,{}
e:obs:gdp_primary:2007Q2:region,obs:gdp_primary:2007Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2007Q2:metric,obs:gdp_primary:2007Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2007Q2:time,obs:gdp_primary:2007Q2,AT_TIME,period:Q:2007Q2,{}
e:obs:gdp_tertiary:2007Q2:region,obs:gdp_tertiary:2007Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2007Q2:metric,obs:gdp_tertiary:2007Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2007Q2:time,obs:gdp_tertiary:2007Q2,AT_TIME,period:Q:2007Q2,{}
e:obs:gdp_secondary:2007Q2:region,obs:gdp_secondary:2007Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2007Q2:metric,obs:gdp_secondary:2007Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2007Q2:time,obs:gdp_secondary:2007Q2,AT_TIME,period:Q:2007Q2,{}
e:obs:gdp_primary:2007Q3:region,obs:gdp_primary:2007Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2007Q3:metric,obs:gdp_primary:2007Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2007Q3:time,obs:gdp_primary:2007Q3,AT_TIME,period:Q:2007Q3,{}
e:obs:gdp_tertiary:2007Q3:region,obs:gdp_tertiary:2007Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2007Q3:metric,obs:gdp_tertiary:2007Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2007Q3:time,obs:gdp_tertiary:2007Q3,AT_TIME,period:Q:2007Q3,{}
e:obs:gdp_secondary:2007Q3:region,obs:gdp_secondary:2007Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2007Q3:metric,obs:gdp_secondary:2007Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2007Q3:time,obs:gdp_secondary:2007Q3,AT_TIME,period:Q:2007Q3,{}
e:obs:gdp_primary:2007Q4:region,obs:gdp_primary:2007Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2007Q4:metric,obs:gdp_primary:2007Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2007Q4:time,obs:gdp_primary:2007Q4,AT_TIME,period:Q:2007Q4,{}
e:obs:gdp_tertiary:2007Q4:region,obs:gdp_tertiary:2007Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2007Q4:metric,obs:gdp_tertiary:2007Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2007Q4:time,obs:gdp_tertiary:2007Q4,AT_TIME,period:Q:2007Q4,{}
e:obs:gdp_secondary:2007Q4:region,obs:gdp_secondary:2007Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2007Q4:metric,obs:gdp_secondary:2007Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2007Q4:time,obs:gdp_secondary:2007Q4,AT_TIME,period:Q:2007Q4,{}
e:obs:gdp_primary:2008Q1:region,obs:gdp_primary:2008Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2008Q1:metric,obs:gdp_primary:2008Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2008Q1:time,obs:gdp_primary:2008Q1,AT_TIME,period:Q:2008Q1,{}
e:obs:gdp_tertiary:2008Q1:region,obs:gdp_tertiary:2008Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2008Q1:metric,obs:gdp_tertiary:2008Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2008Q1:time,obs:gdp_tertiary:2008Q1,AT_TIME,period:Q:2008Q1,{}
e:obs:gdp_secondary:2008Q1:region,obs:gdp_secondary:2008Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2008Q1:metric,obs:gdp_secondary:2008Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2008Q1:time,obs:gdp_secondary:2008Q1,AT_TIME,period:Q:2008Q1,{}
e:obs:gdp_primary:2008Q2:region,obs:gdp_primary:2008Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2008Q2:metric,obs:gdp_primary:2008Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2008Q2:time,obs:gdp_primary:2008Q2,AT_TIME,period:Q:2008Q2,{}
e:obs:gdp_tertiary:2008Q2:region,obs:gdp_tertiary:2008Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2008Q2:metric,obs:gdp_tertiary:2008Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2008Q2:time,obs:gdp_tertiary:2008Q2,AT_TIME,period:Q:2008Q2,{}
e:obs:gdp_secondary:2008Q2:region,obs:gdp_secondary:2008Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2008Q2:metric,obs:gdp_secondary:2008Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2008Q2:time,obs:gdp_secondary:2008Q2,AT_TIME,period:Q:2008Q2,{}
e:obs:gdp_primary:2008Q3:region,obs:gdp_primary:2008Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2008Q3:metric,obs:gdp_primary:2008Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2008Q3:time,obs:gdp_primary:2008Q3,AT_TIME,period:Q:2008Q3,{}
e:obs:gdp_tertiary:2008Q3:region,obs:gdp_tertiary:2008Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2008Q3:metric,obs:gdp_tertiary:2008Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2008Q3:time,obs:gdp_tertiary:2008Q3,AT_TIME,period:Q:2008Q3,{}
e:obs:gdp_secondary:2008Q3:region,obs:gdp_secondary:2008Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2008Q3:metric,obs:gdp_secondary:2008Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2008Q3:time,obs:gdp_secondary:2008Q3,AT_TIME,period:Q:2008Q3,{}
e:obs:gdp_primary:2008Q4:region,obs:gdp_primary:2008Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2008Q4:metric,obs:gdp_primary:2008Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2008Q4:time,obs:gdp_primary:2008Q4,AT_TIME,period:Q:2008Q4,{}
e:obs:gdp_tertiary:2008Q4:region,obs:gdp_tertiary:2008Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2008Q4:metric,obs:gdp_tertiary:2008Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2008Q4:time,obs:gdp_tertiary:2008Q4,AT_TIME,period:Q:2008Q4,{}
e:obs:gdp_secondary:2008Q4:region,obs:gdp_secondary:2008Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2008Q4:metric,obs:gdp_secondary:2008Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2008Q4:time,obs:gdp_secondary:2008Q4,AT_TIME,period:Q:2008Q4,{}
e:obs:gdp_primary:2009Q1:region,obs:gdp_primary:2009Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2009Q1:metric,obs:gdp_primary:2009Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2009Q1:time,obs:gdp_primary:2009Q1,AT_TIME,period:Q:2009Q1,{}
e:obs:gdp_tertiary:2009Q1:region,obs:gdp_tertiary:2009Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2009Q1:metric,obs:gdp_tertiary:2009Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2009Q1:time,obs:gdp_tertiary:2009Q1,AT_TIME,period:Q:2009Q1,{}
